ID,Year,Month,Species,Station,Wt/h,Nt/h,Swept_area_km2/h,Lon,Lat
23,1982,5,Larimichthys polyactis,6241 ,0 ,0 ,0.13 ,119.55,37.75
24,1982,5,Oratosquilla oratoria,6241 ,0 ,0 ,0.13 ,119.55,37.75
25,1982,5,Portunus trituberculatus,6161 ,360 ,2 ,0.13 ,119.45 ,37.75 
26,1982,5,Octopus ocellatus,6161 ,29 ,1 ,0.13 ,119.45 ,37.75 
27,1982,5,Loliolus,6161 ,10 ,1 ,0.13 ,119.45 ,37.75 
28,1982,5,Engraulis japonicus,6161 ,2308 ,299 ,0.13 ,119.45 ,37.75 
29,1982,5,Larimichthys polyactis,6161 ,0 ,0 ,0.13 ,119.45 ,37.75 
30,1982,5,Oratosquilla oratoria,6161 ,490 ,17 ,0.13 ,119.45 ,37.75 
31,1982,5,Portunus trituberculatus,6194 ,72 ,1 ,0.13 ,119.50 ,37.50 
32,1982,5,Octopus ocellatus,6194 ,0 ,0 ,0.13 ,119.50 ,37.50 
33,1982,5,Loliolus,6194 ,7274 ,3900 ,0.13 ,119.50 ,37.50 
34,1982,5,Engraulis japonicus,6194 ,7500 ,585 ,0.13 ,119.50 ,37.50 
35,1982,5,Larimichthys polyactis,6194 ,0 ,0 ,0.13 ,119.50 ,37.50 
36,1982,5,Oratosquilla oratoria,6194 ,99 ,3 ,0.13 ,119.50 ,37.50 
37,1982,5,Portunus trituberculatus,6183 ,0 ,0 ,0.13 ,119.25 ,37.50 
38,1982,5,Octopus ocellatus,6183 ,0 ,0 ,0.13 ,119.25 ,37.50 
39,1982,5,Loliolus,6183 ,82 ,10 ,0.13 ,119.25 ,37.50 
40,1982,5,Engraulis japonicus,6183 ,14000 ,1560 ,0.13 ,119.25 ,37.50 
41,1982,5,Larimichthys polyactis,6183 ,0 ,0 ,0.13 ,119.25 ,37.50 
42,1982,5,Oratosquilla oratoria,6183 ,250 ,8 ,0.13 ,119.25 ,37.50 
43,1982,5,Portunus trituberculatus,7234 ,1200 ,6 ,0.13 ,119.50 ,37.35 
44,1982,5,Octopus ocellatus,7234 ,0 ,0 ,0.13 ,119.50 ,37.35 
45,1982,5,Loliolus,7234 ,1950 ,254 ,0.13 ,119.50 ,37.35 
46,1982,5,Engraulis japonicus,7234 ,39375 ,4390 ,0.13 ,119.50 ,37.35 
47,1982,5,Larimichthys polyactis,7234 ,0 ,0 ,0.13 ,119.50 ,37.35 
48,1982,5,Oratosquilla oratoria,7234 ,48 ,2 ,0.13 ,119.50 ,37.35 
49,1982,5,Portunus trituberculatus,7223 ,194 ,1 ,0.13 ,119.25 ,37.35 
50,1982,5,Octopus ocellatus,7223 ,0 ,0 ,0.13 ,119.25 ,37.35 
51,1982,5,Loliolus,7223 ,730 ,73 ,0.13 ,119.25 ,37.35 
52,1982,5,Engraulis japonicus,7223 ,150000 ,12000 ,0.13 ,119.25 ,37.35 
53,1982,5,Larimichthys polyactis,7223 ,0 ,0 ,0.13 ,119.25 ,37.35 
54,1982,5,Oratosquilla oratoria,7223 ,1025 ,30 ,0.13 ,119.25 ,37.35 
55,1982,5,Portunus trituberculatus,7323 ,0 ,0 ,0.13 ,119.75,37.35
56,1982,5,Octopus ocellatus,7323 ,248 ,2 ,0.13 ,119.75,37.35
57,1982,5,Loliolus,7323 ,2476 ,144 ,0.13 ,119.75,37.35
58,1982,5,Engraulis japonicus,7323 ,375000 ,30750 ,0.13 ,119.75,37.35
59,1982,5,Larimichthys polyactis,7323 ,0 ,0 ,0.13 ,119.75,37.35
60,1982,5,Oratosquilla oratoria,7323 ,22 ,1 ,0.13 ,119.75,37.35
61,1982,5,Portunus trituberculatus,5084 ,480 ,2 ,0.13 ,119.33,38
62,1982,5,Octopus ocellatus,5084 ,394 ,4 ,0.13 ,119.33,38
63,1982,5,Loliolus,5084 ,260 ,26 ,0.13 ,119.33,38
64,1982,5,Engraulis japonicus,5084 ,0 ,0 ,0.13 ,119.33,38
65,1982,5,Larimichthys polyactis,5084 ,128 ,1 ,0.13 ,119.33,38
66,1982,5,Oratosquilla oratoria,5084 ,5764 ,235 ,0.13 ,119.33,38
67,1982,5,Portunus trituberculatus,5184 ,0 ,0 ,0.13 ,119.8 ,38.0 
68,1982,5,Octopus ocellatus,5184 ,0 ,0 ,0.13 ,119.8 ,38.0 
69,1982,5,Loliolus,5184 ,1200 ,181 ,0.13 ,119.8 ,38.0 
70,1982,5,Engraulis japonicus,5184 ,75000 ,7500 ,0.13 ,119.8 ,38.0 
71,1982,5,Larimichthys polyactis,5184 ,468 ,12 ,0.13 ,119.8 ,38.0 
72,1982,5,Oratosquilla oratoria,5184 ,207 ,8 ,0.13 ,119.8 ,38.0 
73,1982,5,Portunus trituberculatus,5274 ,92 ,1 ,0.13 ,120.15,38
74,1982,5,Octopus ocellatus,5274 ,0 ,0 ,0.13 ,120.15,38
75,1982,5,Loliolus,5274 ,226 ,69 ,0.13 ,120.15,38
76,1982,5,Engraulis japonicus,5274 ,0 ,0 ,0.13 ,120.15,38
77,1982,5,Larimichthys polyactis,5274 ,0 ,0 ,0.13 ,120.15,38
78,1982,5,Oratosquilla oratoria,5274 ,264 ,11 ,0.13 ,120.15,38
79,1982,5,Portunus trituberculatus,5151 ,0 ,0 ,0.13 ,119.75,38.25
80,1982,5,Octopus ocellatus,5151 ,0 ,0 ,0.13 ,119.75,38.25
81,1982,5,Loliolus,5151 ,123 ,14 ,0.13 ,119.75,38.25
82,1982,5,Engraulis japonicus,5151 ,0 ,0 ,0.13 ,119.75,38.25
83,1982,5,Larimichthys polyactis,5151 ,40 ,1 ,0.13 ,119.75,38.25
84,1982,5,Oratosquilla oratoria,5151 ,312 ,26 ,0.13 ,119.75,38.25
85,1982,5,Portunus trituberculatus,5051 ,0 ,0 ,0.13 ,119.25,38.25
86,1982,5,Octopus ocellatus,5051 ,0 ,0 ,0.13 ,119.25,38.25
87,1982,5,Loliolus,5051 ,194 ,62 ,0.13 ,119.25,38.25
88,1982,5,Engraulis japonicus,5051 ,0 ,0 ,0.13 ,119.25,38.25
89,1982,5,Larimichthys polyactis,5051 ,0 ,0 ,0.13 ,119.25,38.25
90,1982,5,Oratosquilla oratoria,5051 ,513 ,24 ,0.13 ,119.25,38.25
91,1982,5,Portunus trituberculatus,4962 ,470 ,1 ,0.13 ,119,38.25
92,1982,5,Octopus ocellatus,4962 ,0 ,0 ,0.13 ,119,38.25
93,1982,5,Loliolus,4962 ,45 ,12 ,0.13 ,119,38.25
94,1982,5,Engraulis japonicus,4962 ,0 ,0 ,0.13 ,119,38.25
95,1982,5,Larimichthys polyactis,4962 ,169 ,1 ,0.13 ,119,38.25
96,1982,5,Oratosquilla oratoria,4962 ,2266 ,103 ,0.13 ,119,38.25
97,1982,5,Portunus trituberculatus,4924 ,100 ,1 ,0.13 ,118.85,38.35
98,1982,5,Octopus ocellatus,4924 ,0 ,0 ,0.13 ,118.85,38.35
99,1982,5,Loliolus,4924 ,4 ,3 ,0.13 ,118.85,38.35
100,1982,5,Engraulis japonicus,4924 ,0 ,0 ,0.13 ,118.85,38.35
101,1982,5,Larimichthys polyactis,4924 ,0 ,0 ,0.13 ,118.85,38.35
102,1982,5,Oratosquilla oratoria,4924 ,6000 ,192 ,0.13 ,118.85,38.35
103,1982,5,Portunus trituberculatus,3552 ,660 ,1 ,0.13 ,118.35,38.75
104,1982,5,Octopus ocellatus,3552 ,0 ,0 ,0.13 ,118.35,38.75
105,1982,5,Loliolus,3552 ,0 ,0 ,0.13 ,118.35,38.75
106,1982,5,Engraulis japonicus,3552 ,0 ,0 ,0.13 ,118.35,38.75
107,1982,5,Larimichthys polyactis,3552 ,24 ,1 ,0.13 ,118.35,38.75
108,1982,5,Oratosquilla oratoria,3552 ,1676 ,72 ,0.13 ,118.35,38.75
109,1982,5,Portunus trituberculatus,3674 ,975 ,3 ,0.13 ,118.66,38.5
110,1982,5,Octopus ocellatus,3674 ,1300 ,20 ,0.13 ,118.66,38.5
111,1982,5,Loliolus,3674 ,25 ,3 ,0.13 ,118.66,38.5
112,1982,5,Engraulis japonicus,3674 ,0 ,0 ,0.13 ,118.66,38.5
113,1982,5,Larimichthys polyactis,3674 ,161 ,4 ,0.13 ,118.66,38.5
114,1982,5,Oratosquilla oratoria,3674 ,6001 ,192 ,0.13 ,118.66,38.5
115,1982,5,Portunus trituberculatus,3694 ,503 ,3 ,0.13 ,119,38.5
116,1982,5,Octopus ocellatus,3694 ,0 ,0 ,0.13 ,119,38.5
117,1982,5,Loliolus,3694 ,24 ,6 ,0.13 ,119,38.5
118,1982,5,Engraulis japonicus,3694 ,0 ,0 ,0.13 ,119,38.5
119,1982,5,Larimichthys polyactis,3694 ,558 ,5 ,0.13 ,119,38.5
120,1982,5,Oratosquilla oratoria,3694 ,2303 ,102 ,0.13 ,119,38.5
121,1982,5,Portunus trituberculatus,3654 ,600 ,3 ,0.13 ,118.85,38.85
122,1982,5,Octopus ocellatus,3654 ,0 ,0 ,0.13 ,118.85,38.85
123,1982,5,Loliolus,3654 ,22 ,4 ,0.13 ,118.85,38.85
124,1982,5,Engraulis japonicus,3654 ,296 ,28 ,0.13 ,118.85,38.85
125,1982,5,Larimichthys polyactis,3654 ,460 ,14 ,0.13 ,118.85,38.85
126,1982,5,Oratosquilla oratoria,3654 ,3034 ,106 ,0.13 ,118.85,38.85
127,1982,5,Portunus trituberculatus,3751 ,1600 ,8 ,0.13 ,119.25,38.75
128,1982,5,Octopus ocellatus,3751 ,0 ,0 ,0.13 ,119.25,38.75
129,1982,5,Loliolus,3751 ,879 ,120 ,0.13 ,119.25,38.75
130,1982,5,Engraulis japonicus,3751 ,0 ,0 ,0.13 ,119.25,38.75
131,1982,5,Larimichthys polyactis,3751 ,0 ,0 ,0.13 ,119.25,38.75
132,1982,5,Oratosquilla oratoria,3751 ,7000 ,289 ,0.13 ,119.25,38.75
133,1982,5,Portunus trituberculatus,3762 ,0 ,0 ,0.13 ,119.5,38.75
134,1982,5,Octopus ocellatus,3762 ,0 ,0 ,0.13 ,119.5,38.75
135,1982,5,Loliolus,3762 ,5029 ,377 ,0.13 ,119.5,38.75
136,1982,5,Engraulis japonicus,3762 ,140 ,14 ,0.13 ,119.5,38.75
137,1982,5,Larimichthys polyactis,3762 ,1110 ,37 ,0.13 ,119.5,38.75
138,1982,5,Oratosquilla oratoria,3762 ,1044 ,52 ,0.13 ,119.5,38.75
139,1982,5,Portunus trituberculatus,3851 ,525 ,1 ,0.13 ,119.75,38.75
140,1982,5,Octopus ocellatus,3851 ,0 ,0 ,0.13 ,119.75,38.75
141,1982,5,Loliolus,3851 ,660 ,12 ,0.13 ,119.75,38.75
142,1982,5,Engraulis japonicus,3851 ,20 ,2 ,0.13 ,119.75,38.75
143,1982,5,Larimichthys polyactis,3851 ,870 ,25 ,0.13 ,119.75,38.75
144,1982,5,Oratosquilla oratoria,3851 ,4500 ,171 ,0.13 ,119.75,38.75
145,1982,5,Portunus trituberculatus,3862 ,510 ,1 ,0.13 ,120.00 ,38.75 
146,1982,5,Octopus ocellatus,3862 ,0 ,0 ,0.13 ,120.00 ,38.75 
147,1982,5,Loliolus,3862 ,7021 ,320 ,0.13 ,120.00 ,38.75 
148,1982,5,Engraulis japonicus,3862 ,30000 ,3334 ,0.13 ,120.00 ,38.75 
149,1982,5,Larimichthys polyactis,3862 ,53 ,32 ,0.13 ,120.00 ,38.75 
150,1982,5,Oratosquilla oratoria,3862 ,890 ,49 ,0.13 ,120.00 ,38.75 
151,1982,5,Portunus trituberculatus,3894 ,0 ,0 ,0.13 ,120,38.5
152,1982,5,Octopus ocellatus,3894 ,620 ,13 ,0.13 ,120,38.5
153,1982,5,Loliolus,3894 ,1099 ,117 ,0.13 ,120,38.5
154,1982,5,Engraulis japonicus,3894 ,4000 ,320 ,0.13 ,120,38.5
155,1982,5,Larimichthys polyactis,3894 ,950 ,29 ,0.13 ,120,38.5
156,1982,5,Oratosquilla oratoria,3894 ,126 ,6 ,0.13 ,120,38.5
157,1982,5,Portunus trituberculatus,3592 ,0 ,0 ,0.13 ,118.5,38.6
158,1982,5,Octopus ocellatus,3592 ,5250 ,113 ,0.13 ,118.5,38.6
159,1982,5,Loliolus,3592 ,5725 ,1522 ,0.13 ,118.5,38.6
160,1982,5,Engraulis japonicus,3592 ,0 ,0 ,0.13 ,118.5,38.6
161,1982,5,Larimichthys polyactis,3592 ,473 ,15 ,0.13 ,118.5,38.6
162,1982,5,Oratosquilla oratoria,3592 ,129 ,6 ,0.13 ,118.5,38.6
163,1982,5,Portunus trituberculatus,2574 ,0 ,0 ,0.13 ,120.2 ,39.0 
164,1982,5,Octopus ocellatus,2574 ,63 ,1 ,0.13 ,120.2 ,39.0 
165,1982,5,Loliolus,2574 ,0 ,0 ,0.13 ,120.2 ,39.0 
166,1982,5,Engraulis japonicus,2574 ,0 ,0 ,0.13 ,120.2 ,39.0 
167,1982,5,Larimichthys polyactis,2574 ,169 ,5 ,0.13 ,120.2 ,39.0 
168,1982,5,Oratosquilla oratoria,2574 ,0 ,0 ,0.13 ,120.2 ,39.0 
169,1982,5,Portunus trituberculatus,5251 ,0 ,0 ,0.13 ,120.25,38.25
170,1982,5,Octopus ocellatus,5251 ,0 ,0 ,0.13 ,120.25,38.25
171,1982,5,Loliolus,5251 ,2960 ,296 ,0.13 ,120.25,38.25
172,1982,5,Engraulis japonicus,5251 ,13 ,1 ,0.13 ,120.25,38.25
173,1982,5,Larimichthys polyactis,5251 ,179 ,3 ,0.13 ,120.25,38.25
174,1982,5,Oratosquilla oratoria,5251 ,968 ,44 ,0.13 ,120.25,38.25
175,1982,5,Portunus trituberculatus,2484 ,0 ,0 ,0.13 ,119.9,39
176,1982,5,Octopus ocellatus,2484 ,120 ,4 ,0.13 ,119.9,39
177,1982,5,Loliolus,2484 ,720 ,288 ,0.13 ,119.9,39
178,1982,5,Engraulis japonicus,2484 ,88 ,12 ,0.13 ,119.9,39
179,1982,5,Larimichthys polyactis,2484 ,240 ,8 ,0.13 ,119.9,39
180,1982,5,Oratosquilla oratoria,2484 ,3004 ,164 ,0.13 ,119.9,39
181,1982,5,Portunus trituberculatus,2394 ,230 ,2 ,0.13 ,119.5,39
182,1982,5,Octopus ocellatus,2394 ,295 ,7 ,0.13 ,119.5,39
183,1982,5,Loliolus,2394 ,411 ,46 ,0.13 ,119.5,39
184,1982,5,Engraulis japonicus,2394 ,6 ,1 ,0.13 ,119.5,39
185,1982,5,Larimichthys polyactis,2394 ,33 ,1 ,0.13 ,119.5,39
186,1982,5,Oratosquilla oratoria,2394 ,14487 ,574 ,0.13 ,119.5,39
187,1982,5,Portunus trituberculatus,3794 ,0 ,0 ,0.13 ,119.5,38.5
188,1982,5,Octopus ocellatus,3794 ,0 ,0 ,0.13 ,119.5,38.5
189,1982,5,Loliolus,3794 ,2788 ,728 ,0.13 ,119.5,38.5
190,1982,5,Engraulis japonicus,3794 ,4900 ,840 ,0.13 ,119.5,38.5
191,1982,5,Larimichthys polyactis,3794 ,0 ,0 ,0.13 ,119.5,38.5
192,1982,5,Oratosquilla oratoria,3794 ,1508 ,48 ,0.13 ,119.5,38.5
193,1982,5,Portunus trituberculatus,2442 ,274 ,2 ,0.13 ,119.65,39.25
194,1982,5,Octopus ocellatus,2442 ,0 ,0 ,0.13 ,119.65,39.25
195,1982,5,Loliolus,2442 ,2340 ,440 ,0.13 ,119.65,39.25
196,1982,5,Engraulis japonicus,2442 ,0 ,0 ,0.13 ,119.65,39.25
197,1982,5,Larimichthys polyactis,2442 ,0 ,0 ,0.13 ,119.65,39.25
198,1982,5,Oratosquilla oratoria,2442 ,3520 ,144 ,0.13 ,119.65,39.25
199,1982,5,Portunus trituberculatus,2462 ,128 ,2 ,0.13 ,119.75 ,39.50 
200,1982,5,Octopus ocellatus,2462 ,100 ,2 ,0.13 ,119.75 ,39.50 
201,1982,5,Loliolus,2462 ,2078 ,223 ,0.13 ,119.75 ,39.50 
202,1982,5,Engraulis japonicus,2462 ,50 ,5 ,0.13 ,119.75 ,39.50 
203,1982,5,Larimichthys polyactis,2462 ,100 ,3 ,0.13 ,119.75 ,39.50 
204,1982,5,Oratosquilla oratoria,2462 ,3336 ,152 ,0.13 ,119.75 ,39.50 
205,1982,5,Portunus trituberculatus,2552 ,54 ,1 ,0.13 ,120.35,39.25
206,1982,5,Octopus ocellatus,2552 ,28 ,1 ,0.13 ,120.35,39.25
207,1982,5,Loliolus,2552 ,1510 ,700 ,0.13 ,120.35,39.25
208,1982,5,Engraulis japonicus,2552 ,550 ,17 ,0.13 ,120.35,39.25
209,1982,5,Larimichthys polyactis,2552 ,539 ,18 ,0.13 ,120.35,39.25
210,1982,5,Oratosquilla oratoria,2552 ,1160 ,62 ,0.13 ,120.35,39.25
211,1982,5,Portunus trituberculatus,1283 ,0 ,0 ,0.13 ,120.3 ,39.5 
212,1982,5,Octopus ocellatus,1283 ,1138 ,3 ,0.13 ,120.3 ,39.5 
213,1982,5,Loliolus,1283 ,296 ,48 ,0.13 ,120.3 ,39.5 
214,1982,5,Engraulis japonicus,1283 ,11563 ,1087 ,0.13 ,120.3 ,39.5 
215,1982,5,Larimichthys polyactis,1283 ,399 ,5 ,0.13 ,120.3 ,39.5 
216,1982,5,Oratosquilla oratoria,1283 ,93 ,4 ,0.13 ,120.3 ,39.5 
217,1982,5,Portunus trituberculatus,1194 ,0 ,0 ,0.13 ,120,39.5
218,1982,5,Octopus ocellatus,1194 ,0 ,0 ,0.13 ,120,39.5
219,1982,5,Loliolus,1194 ,632 ,24 ,0.13 ,120,39.5
220,1982,5,Engraulis japonicus,1194 ,10330 ,992 ,0.13 ,120,39.5
221,1982,5,Larimichthys polyactis,1194 ,1336 ,8 ,0.13 ,120,39.5
222,1982,5,Oratosquilla oratoria,1194 ,140 ,4 ,0.13 ,120,39.5
223,1982,5,Portunus trituberculatus,1092 ,0 ,0 ,0.13 ,122.5,40.1
224,1982,5,Octopus ocellatus,1092 ,0 ,0 ,0.13 ,122.5,40.1
225,1982,5,Loliolus,1092 ,4480 ,1313 ,0.13 ,122.5,40.1
226,1982,5,Engraulis japonicus,1092 ,45000 ,3780 ,0.13 ,122.5,40.1
227,1982,5,Larimichthys polyactis,1092 ,0 ,0 ,0.13 ,122.5,40.1
228,1982,5,Oratosquilla oratoria,1092 ,67 ,2 ,0.13 ,122.5,40.1
229,1982,5,Portunus trituberculatus,1151 ,116 ,1 ,0.13 ,119.75,39.75
230,1982,5,Octopus ocellatus,1151 ,0 ,0 ,0.13 ,119.75,39.75
231,1982,5,Loliolus,1151 ,4468 ,6111 ,0.13 ,119.75,39.75
232,1982,5,Engraulis japonicus,1151 ,60000 ,5280 ,0.13 ,119.75,39.75
233,1982,5,Larimichthys polyactis,1151 ,89 ,2 ,0.13 ,119.75,39.75
234,1982,5,Oratosquilla oratoria,1151 ,314 ,10 ,0.13 ,119.75,39.75
235,1982,5,Portunus trituberculatus,1183 ,0 ,0 ,0.13 ,119.75,39.5
236,1982,5,Octopus ocellatus,1183 ,0 ,0 ,0.13 ,119.75,39.5
237,1982,5,Loliolus,1183 ,3596 ,719 ,0.13 ,119.75,39.5
238,1982,5,Engraulis japonicus,1183 ,10626 ,1121 ,0.13 ,119.75,39.5
239,1982,5,Larimichthys polyactis,1183 ,23 ,1 ,0.13 ,119.75,39.5
240,1982,5,Oratosquilla oratoria,1183 ,176 ,8 ,0.13 ,119.75,39.5
241,1982,5,Portunus trituberculatus,1162 ,0 ,0 ,0.13 ,120,39.75
242,1982,5,Octopus ocellatus,1162 ,0 ,0 ,0.13 ,120,39.75
243,1982,5,Loliolus,1162 ,712 ,76 ,0.13 ,120,39.75
244,1982,5,Engraulis japonicus,1162 ,0 ,0 ,0.13 ,120,39.75
245,1982,5,Larimichthys polyactis,1162 ,95 ,3 ,0.13 ,120,39.75
246,1982,5,Oratosquilla oratoria,1162 ,70 ,3 ,0.13 ,120,39.75
247,1982,5,Portunus trituberculatus,1252 ,0 ,0 ,0.13 ,120.35,39.75
248,1982,5,Octopus ocellatus,1252 ,0 ,0 ,0.13 ,120.35,39.75
249,1982,5,Loliolus,1252 ,604 ,194 ,0.13 ,120.35,39.75
250,1982,5,Engraulis japonicus,1252 ,505 ,98 ,0.13 ,120.35,39.75
251,1982,5,Larimichthys polyactis,1252 ,560 ,16 ,0.13 ,120.35,39.75
252,1982,5,Oratosquilla oratoria,1252 ,2096 ,96 ,0.13 ,120.35,39.75
253,1982,5,Portunus trituberculatus,574 ,0 ,0 ,0.13 ,120.17,40
254,1982,5,Octopus ocellatus,574 ,0 ,0 ,0.13 ,120.17,40
255,1982,5,Loliolus,574 ,107 ,74 ,0.13 ,120.17,40
256,1982,5,Engraulis japonicus,574 ,6580 ,476 ,0.13 ,120.17,40
257,1982,5,Larimichthys polyactis,574 ,503 ,6 ,0.13 ,120.17,40
258,1982,5,Oratosquilla oratoria,574 ,2882 ,131 ,0.13 ,120.17,40
259,1982,5,Portunus trituberculatus,693 ,130 ,1 ,0.13 ,121.9,40
260,1982,5,Octopus ocellatus,693 ,0 ,0 ,0.13 ,121.9,40
261,1982,5,Loliolus,693 ,74 ,34 ,0.13 ,121.9,40
262,1982,5,Engraulis japonicus,693 ,0 ,0 ,0.13 ,121.9,40
263,1982,5,Larimichthys polyactis,693 ,90 ,2 ,0.13 ,121.9,40
264,1982,5,Oratosquilla oratoria,693 ,1494 ,68 ,0.13 ,121.9,40
265,1982,5,Portunus trituberculatus,594 ,0 ,0 ,0.13 ,120.5,40
266,1982,5,Octopus ocellatus,594 ,9 ,1 ,0.13 ,120.5,40
267,1982,5,Loliolus,594 ,43 ,15 ,0.13 ,120.5,40
268,1982,5,Engraulis japonicus,594 ,0 ,0 ,0.13 ,120.5,40
269,1982,5,Larimichthys polyactis,594 ,0 ,0 ,0.13 ,120.5,40
270,1982,5,Oratosquilla oratoria,594 ,438 ,27 ,0.13 ,120.5,40
271,1982,5,Portunus trituberculatus,1351 ,0 ,0 ,0.13 ,120.75,39.75
272,1982,5,Octopus ocellatus,1351 ,0 ,0 ,0.13 ,120.75,39.75
273,1982,5,Loliolus,1351 ,5550 ,2700 ,0.13 ,120.75,39.75
274,1982,5,Engraulis japonicus,1351 ,90 ,6 ,0.13 ,120.75,39.75
275,1982,5,Larimichthys polyactis,1351 ,6255 ,139 ,0.13 ,120.75,39.75
276,1982,5,Oratosquilla oratoria,1351 ,5450 ,251 ,0.13 ,120.75,39.75
277,1982,5,Portunus trituberculatus,6294 ,0 ,0 ,0.13 ,120,37.5
278,1982,5,Octopus ocellatus,6294 ,0 ,0 ,0.13 ,120,37.5
279,1982,5,Loliolus,6294 ,718 ,237 ,0.13 ,120,37.5
280,1982,5,Engraulis japonicus,6294 ,3869 ,356 ,0.13 ,120,37.5
281,1982,5,Larimichthys polyactis,6294 ,0 ,0 ,0.13 ,120,37.5
282,1982,5,Oratosquilla oratoria,6294 ,572 ,18 ,0.13 ,120,37.5
283,1993,5,Engraulis japonicus,283 ,7874 ,962 ,0.13 ,121.33,40.58
284,1993,5,Larimichthys polyactis,283 ,1304 ,27 ,0.13 ,121.33,40.58
285,1993,5,Loliolus,283 ,2491 ,466 ,0.13 ,121.33,40.58
286,1993,5,Octopus ocellatus,283 ,0 ,0 ,0.13 ,121.33,40.58
287,1993,5,Oratosquilla oratoria,283 ,2880 ,133 ,0.13 ,121.33,40.58
288,1993,5,Portunus trituberculatus,283 ,0 ,0 ,0.13 ,121.33,40.58
289,1993,5,Engraulis japonicus,294 ,25608 ,2371 ,0.13 ,121.5,40.5
290,1993,5,Larimichthys polyactis,294 ,447 ,5 ,0.13 ,121.5,40.5
291,1993,5,Loliolus,294 ,279 ,63 ,0.13 ,121.5,40.5
292,1993,5,Octopus ocellatus,294 ,0 ,0 ,0.13 ,121.5,40.5
293,1993,5,Oratosquilla oratoria,294 ,295 ,16 ,0.13 ,121.5,40.5
294,1993,5,Portunus trituberculatus,294 ,0 ,0 ,0.13 ,121.5,40.5
295,1993,5,Engraulis japonicus,351 ,0 ,0 ,0.13 ,121.75,40.75
296,1993,5,Larimichthys polyactis,351 ,616 ,11 ,0.13 ,121.75,40.75
297,1993,5,Loliolus,351 ,0 ,0 ,0.13 ,121.75,40.75
298,1993,5,Octopus ocellatus,351 ,0 ,0 ,0.13 ,121.75,40.75
299,1993,5,Oratosquilla oratoria,351 ,819 ,52 ,0.13 ,121.75,40.75
300,1993,5,Portunus trituberculatus,351 ,0 ,0 ,0.13 ,121.75,40.75
301,1993,5,Engraulis japonicus,574 ,180000 ,21180 ,0.13 ,120.17,40
302,1993,5,Larimichthys polyactis,574 ,909 ,33 ,0.13 ,120.17,40
303,1993,5,Loliolus,574 ,6448 ,1204 ,0.13 ,120.17,40
304,1993,5,Octopus ocellatus,574 ,0 ,0 ,0.13 ,120.17,40
305,1993,5,Oratosquilla oratoria,574 ,1695 ,73 ,0.13 ,120.17,40
306,1993,5,Portunus trituberculatus,574 ,42 ,1 ,0.13 ,120.17,40
307,1993,5,Engraulis japonicus,594 ,130152 ,13335 ,0.13 ,120.5,40
308,1993,5,Larimichthys polyactis,594 ,428 ,12 ,0.13 ,120.5,40
309,1993,5,Loliolus,594 ,129 ,15 ,0.13 ,120.5,40
310,1993,5,Octopus ocellatus,594 ,0 ,0 ,0.13 ,120.5,40
311,1993,5,Oratosquilla oratoria,594 ,755 ,47 ,0.13 ,120.5,40
312,1993,5,Portunus trituberculatus,594 ,0 ,0 ,0.13 ,120.5,40
313,1993,5,Engraulis japonicus,651 ,150000 ,17625 ,0.13 ,120.75,40.25
314,1993,5,Larimichthys polyactis,651 ,368 ,9 ,0.13 ,120.75,40.25
315,1993,5,Loliolus,651 ,38 ,1 ,0.13 ,120.75,40.25
